Category,ItemName,ItemHdr,XpressfeedMnemonic,CRSP Long Name,Description/Full Compustat Name,ItemNameType
BalanceSheetQuarterly,INTANOQ,INTANOQ,INTANOQ,Other Intangibles,INTANOQ: Other Intangibles (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INTANOQ_DC,INTANOQ_DC,INTANOQ_DC,Other Intangibles DC,INTANOQ_DC: Other Intangibles Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INTANQ,INTANQ,INTANQ,Intangible Assets - Total,INTANQ: Intangible Assets - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INTANQ_DC,INTANQ_DC,INTANQ_DC,Intangible Assets - Total DC,INTANQ_DC: Intangible Assets - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVFGQ,INVFGQ,INVFGQ,Inventory - Finished Goods,INVFGQ: Inventory - Finished Goods (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVFGQ_DC,INVFGQ_DC,INVFGQ_DC,Inventory - Finished Goods DC,INVFGQ_DC: Inventory - Finished Goods Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVOQ,INVOQ,INVOQ,Inventory - Other,INVOQ: Inventory - Other (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVRMQ,INVRMQ,INVRMQ,Inventory - Raw Materials,INVRMQ: Inventory - Raw Materials (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVRMQ_DC,INVRMQ_DC,INVRMQ_DC,Inventory - Raw Materials DC,INVRMQ_DC: Inventory - Raw Materials Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVTQ,INVTQ,INVTQ,Inventories - Total,INVTQ: Inventories - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVTQ_DC,INVTQ_DC,INVTQ_DC,Inventories - Total DC,INVTQ_DC: Inventories - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVWIPQ,INVWIPQ,INVWIPQ,Inventory - Work in Process,INVWIPQ: Inventory - Work in Process (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INVWIPQ_DC,INVWIPQ_DC,INVWIPQ_DC,Inventory - Work in Process DC,INVWIPQ_DC: Inventory - Work in Process Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ISTQ,ISTQ,ISTQ,Investment Securities -Total,ISTQ: Investment Securities -Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVAEQQ,IVAEQQ,IVAEQQ,Investment & Advances - Equity,IVAEQQ: Investment and Advances - Equity (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVAEQQ_DC,IVAEQQ_DC,IVAEQQ_DC,Investment & Advances - Equity DC,IVAEQQ_DC: Investment and Advances - Equity Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVAOQ,IVAOQ,IVAOQ,Investment & Advances - Other,IVAOQ: Investment and Advances - Other (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVAOQ_DC,IVAOQ_DC,IVAOQ_DC,Investment & Advances - Other DC,IVAOQ_DC: Investment and Advances - Other Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVLTQ,IVLTQ,IVLTQ,Total Long-term Investments,IVLTQ: Total Long-term Investments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVLTQ_DC,IVLTQ_DC,IVLTQ_DC,Total Long-term Investments DC,IVLTQ_DC: Total Long-term Investments Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVSTQ,IVSTQ,IVSTQ,Short-Term Investments- Total,IVSTQ: Short-Term Investments- Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,IVSTQ_DC,IVSTQ_DC,IVSTQ_DC,Short-Term Investments- Total DC,IVSTQ_DC: Short-Term Investments- Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LCOQ,LCOQ,LCOQ,Current Liabilities - Other - Total,LCOQ: Current Liabilities - Other - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LCOQ_DC,LCOQ_DC,LCOQ_DC,Current Liabilities - Other - Total DC,LCOQ_DC: Current Liabilities - Other - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LCTQ,LCTQ,LCTQ,Current Liabilities - Total,LCTQ: Current Liabilities - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LLTQ,LLTQ,LLTQ,Long-Term Liabilities (Total),LLTQ: Long-Term Liabilities (Total) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LNOQ,LNOQ,LNOQ,Liabilities Netting & Other Adj,LNOQ: Liabilities Netting & Other Adjustments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LNOQ_DC,LNOQ_DC,LNOQ_DC,Liabilities Netting & Other Adj DC,LNOQ_DC: Liabilities Netting & Other Adjustments Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LOL2Q,LOL2Q,LOL2Q,Liabilities Level2 (Observable),LOL2Q: Liabilities Level2 (Observable) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LOL2Q_DC,LOL2Q_DC,LOL2Q_DC,Liabilities Level2 (Observable) DC,LOL2Q_DC: Liabilities Level2 (Observable) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LOQ,LOQ,LOQ,Liabilities - Other,LOQ: Liabilities - Other (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LOQ_DC,LOQ_DC,LOQ_DC,Liabilities - Other DC,LOQ_DC: Liabilities - Other Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LOXDRQ,LOXDRQ,LOXDRQ,Liabilities - Other - Excluding Deferred Revenue,LOXDRQ: Liabilities - Other - Excluding Deferred Revenue (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LQPL1Q,LQPL1Q,LQPL1Q,Liabilities Level1 (Quoted Prices),LQPL1Q: Liabilities Level1 (Quoted Prices) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LQPL1Q_DC,LQPL1Q_DC,LQPL1Q_DC,Liabilities Level1 (Quoted Prices) DC,LQPL1Q_DC: Liabilities Level1 (Quoted Prices) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LSEQ,LSEQ,LSEQ,Liabilities & Shareholders' Equity - Total,LSEQ: Liabilities and Shareholders' Equity - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LSEQ_DC,LSEQ_DC,LSEQ_DC,Liabilities & Shareholders Equity - Total DC,LSEQ_DC: Liabilities and Shareholders Equity - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LSEQ_FN1,LSEQ_FN1,LSEQ_FN1,Liabilities & Shareholders' Equity - Total FN,LSEQ_FN1: Liabilities and Shareholders' Equity - Total Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LTMIBQ,LTMIBQ,LTMIBQ,Liabilities - Total & Noncontrolling Interest,LTMIBQ: Liabilities - Total and Noncontrolling Interest (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LTQ,LTQ,LTQ,Liabilities - Total,LTQ: Liabilities - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LUL3Q,LUL3Q,LUL3Q,Liabilities Level3 (Unobservable),LUL3Q: Liabilities Level3 (Unobservable) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,LUL3Q_DC,LUL3Q_DC,LUL3Q_DC,Liabilities Level3 (Unobservable) DC,LUL3Q_DC: Liabilities Level3 (Unobservable) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MIBNQ,MIBNQ,MIBNQ,Noncontrolling Interests - Nonredeemable - Balance Sheet,MIBNQ: Noncontrolling Interests - Nonredeemable - Balance Sheet (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MIBNQ_DC,MIBNQ_DC,MIBNQ_DC,Noncontrolling Interests - Nonredeemable - Balance Sheet DC,MIBNQ_DC: Noncontrolling Interests - Nonredeemable - Balance Sheet Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MIBQ,MIBQ,MIBQ,Noncontrolling Interest - Redeemable - Balance Sheet,MIBQ: Noncontrolling Interest - Redeemable - Balance Sheet (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MIBQ_DC,MIBQ_DC,MIBQ_DC,Noncontrolling Interest - Redeemable - Balance Sheet DC,MIBQ_DC: Noncontrolling Interest - Redeemable - Balance Sheet Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MIBTQ,MIBTQ,MIBTQ,Noncontrolling Interests - Total - Balance Sheet,MIBTQ: Noncontrolling Interests - Total - Balance Sheet (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MIBTQ_DC,MIBTQ_DC,MIBTQ_DC,Noncontrolling Interests - Total - Balance Sheet DC,MIBTQ_DC: Noncontrolling Interests - Total - Balance Sheet Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MSAQ,MSAQ,MSAQ,Accum Other Comp Inc - Marketable Security Adj,MSAQ: Accum Other Comp Inc - Marketable Security Adjustments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MSAQ_DC,MSAQ_DC,MSAQ_DC,Accum Other Comp Inc - Marketable Security Adj DC,MSAQ_DC: Accum Other Comp Inc - Marketable Security Adjustments Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,MSAQ_FN,MSAQ_FN,MSAQ_FN,Accum Other Comp Inc - Marketable Security Adj FN,MSAQ_FN: Accum Other Comp Inc - Marketable Security Adjustments Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,NCOQ,NCOQ,NCOQ,Net Charge-Offs,NCOQ: Net Charge-Offs (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,NCOQ_DC,NCOQ_DC,NCOQ_DC,Net Charge-Offs DC,NCOQ_DC: Net Charge-Offs Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,NPATQ,NPATQ,NPATQ,Nonperforming Assets - Total,NPATQ: Nonperforming Assets - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,NPATQ_DC,NPATQ_DC,NPATQ_DC,Nonperforming Assets Total DC,NPATQ_DC: Nonperforming Assets Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,NPQ,NPQ,NPQ,Notes Payable Qtrly,NPQ: Notes Payable Quarterly (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OBKQ,OBKQ,OBKQ,Order Backlog Qtrly,OBKQ: Order Backlog Quarterly (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTDRQ,OPTDRQ,OPTDRQ,Dividend Rate - Assumption (%),OPTDRQ: Dividend Rate - Assumption (%) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTDRQ_FN,OPTDRQ_FN,OPTDRQ_FN,Dividend Rate - Assumption (%) FN,OPTDRQ_FN: Dividend Rate - Assumption (%) Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTFVGRQ,OPTFVGRQ,OPTFVGRQ,Options - Fair Value of Options Granted,OPTFVGRQ: Options - Fair Value of Options Granted (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTFVGRQ_FN,OPTFVGRQ_FN,OPTFVGRQ_FN,Options - Fair Value of Options Granted FN,OPTFVGRQ_FN: Options - Fair Value of Options Granted Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTLIFEQ,OPTLIFEQ,OPTLIFEQ,Life of Options - Assumption (# yrs),OPTLIFEQ: Life of Options - Assumption (# yrs) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTLIFEQ_FN,OPTLIFEQ_FN,OPTLIFEQ_FN,Life of Options - Assumption (# yrs) FN,OPTLIFEQ_FN: Life of Options - Assumption (# yrs) Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTRFRQ,OPTRFRQ,OPTRFRQ,Risk Free Rate - Assumption (%),OPTRFRQ: Risk Free Rate - Assumption (%) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTRFRQ_FN,OPTRFRQ_FN,OPTRFRQ_FN,Risk Free Rate - Assumption (%) FN,OPTRFRQ_FN: Risk Free Rate - Assumption (%) Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTVOLQ,OPTVOLQ,OPTVOLQ,Volatility - Assumption (%),OPTVOLQ: Volatility - Assumption (%) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,OPTVOLQ_FN,OPTVOLQ_FN,OPTVOLQ_FN,Volatility - Assumption (%) FN,OPTVOLQ_FN: Volatility - Assumption (%) Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PNRSHOQ,PNRSHOQ,PNRSHOQ,Nonred Pfd Shares Outs (000),PNRSHOQ: Nonred Pfd Shares Outs (000) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PNRSHOQ_DC,PNRSHOQ_DC,PNRSHOQ_DC,Nonred Pfd Shares Outs (000) DC,PNRSHOQ_DC: Nonred Pfd Shares Outs (000) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PNRSHOQ_FN,PNRSHOQ_FN,PNRSHOQ_FN,Nonred Pfd Shares Outs (000) FN,PNRSHOQ_FN: Nonred Pfd Shares Outs (000) Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PPEGTQ,PPEGTQ,PPEGTQ,"Property, Plant & Equipment - Total (Gross) - Qtrly","PPEGTQ: Property, Plant and Equipment - Total (Gross) - Quarterly (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,PPEGTQ_DC,PPEGTQ_DC,PPEGTQ_DC,"Property, Plant & Equipment Total (Gross) Qtrly DC","PPEGTQ_DC: Property, Plant and Equipment Total (Gross) Quarterly Data Code (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,PPENTQ,PPENTQ,PPENTQ,Property Plant & Equipment - Total (Net),PPENTQ: Property Plant and Equipment - Total (Net) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PPENTQ_DC,PPENTQ_DC,PPENTQ_DC,Property Plant & Equipment - Total (Net) DC,PPENTQ_DC: Property Plant and Equipment - Total (Net) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PRCRAQ,PRCRAQ,PRCRAQ,Repurchase Price - Average per share Quarter,PRCRAQ: Repurchase Price - Average per share Quarter (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PRCRAQ_FN,PRCRAQ_FN,PRCRAQ_FN,Repurchase Price - Average per share Quarter FN,PRCRAQ_FN: Repurchase Price - Average per share Quarter Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PRSHOQ,PRSHOQ,PRSHOQ,Redeem Pfd Shares Outs (000),PRSHOQ: Redeem Pfd Shares Outs (000) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PRSHOQ_DC,PRSHOQ_DC,PRSHOQ_DC,Redeem Pfd Shares Outs (000) DC,PRSHOQ_DC: Redeem Pfd Shares Outs (000) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PRSHOQ_FN,PRSHOQ_FN,PRSHOQ_FN,Redeem Pfd Shares Outs (000) FN,PRSHOQ_FN: Redeem Pfd Shares Outs (000) Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PSTKNQ,PSTKNQ,PSTKNQ,Preferred/Preference Stock - Nonredeemable,PSTKNQ: Preferred/Preference Stock - Nonredeemable (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PSTKNQ_DC,PSTKNQ_DC,PSTKNQ_DC,Preferred/Preference Stock - Nonredeemable DC,PSTKNQ_DC: Preferred/Preference Stock - Nonredeemable data code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PSTKQ,PSTKQ,PSTKQ,Preferred/Preference Stock (Capital) - Total,PSTKQ: Preferred/Preference Stock (Capital) - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PSTKQ_DC,PSTKQ_DC,PSTKQ_DC,Preferred/Preference Stock (Capital) - Total DC,PSTKQ_DC: Preferred/Preference Stock (Capital) - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PSTKRQ,PSTKRQ,PSTKRQ,Preferred/Preference Stock - Redeemable,PSTKRQ: Preferred/Preference Stock - Redeemable (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,PSTKRQ_DC,PSTKRQ_DC,PSTKRQ_DC,Preferred/Preference Stock Redeemable DC,PSTKRQ_DC: Preferred/Preference Stock Redeemable Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECDQ,RECDQ,RECDQ,Receivables - Estimated Doubtful,RECDQ: Receivables - Estimated Doubtful (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECDQ_DC,RECDQ_DC,RECDQ_DC,Receivables - Estimated Doubtful DC,RECDQ_DC: Receivables - Estimated Doubtful Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTAQ,RECTAQ,RECTAQ,Accum Other Comp Inc - Cumulative Translation Adj,RECTAQ: Accum Other Comp Inc - Cumulative Translation Adjustments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTAQ_DC,RECTAQ_DC,RECTAQ_DC,Accum Other Comp Inc - Cumulative Translation Adj DC,RECTAQ_DC: Accum Other Comp Inc - Cumulative Translation Adjustments Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTAQ_FN,RECTAQ_FN,RECTAQ_FN,Accum Other Comp Inc - Cumulative Translation Adj FN,RECTAQ_FN: Accum Other Comp Inc - Cumulative Translation Adjustments Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTOQ,RECTOQ,RECTOQ,Receivables - Current Other incl Tax Refunds,RECTOQ: Receivables - Current Other incl Tax Refunds (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTOQ_DC,RECTOQ_DC,RECTOQ_DC,Receivables - Current Other incl Tax Refunds DC,RECTOQ_DC: Receivables - Current Other incl Tax Refunds Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTQ,RECTQ,RECTQ,Receivables - Total,RECTQ: Receivables - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTQ_DC,RECTQ_DC,RECTQ_DC,Receivables - Total DC,RECTQ_DC: Receivables - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTRQ,RECTRQ,RECTRQ,Receivables - Trade,RECTRQ: Receivables - Trade (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECTRQ_DC,RECTRQ_DC,RECTRQ_DC,Receivables - Trade DC,RECTRQ_DC: Receivables - Trade Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,RECUBQ,RECUBQ,RECUBQ,Unbilled Receivables,RECUBQ: Unbilled Receivables (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,REQ,REQ,REQ,Retained Earnings,REQ: Retained Earnings (Refer to your Compustat documentation for item definitions),AM
